Date,Open,High,Low,Close,Adj Close,Volume
2018-07-02,79.750000,80.290001,78.760002,80.099998,80.099998,710400
2018-07-03,80.199997,80.220001,77.000000,77.440002,77.440002,938100
2018-07-05,79.510002,82.040001,78.606003,81.820000,81.820000,2329300
2018-07-06,81.769997,81.907997,80.059998,81.529999,81.529999,774400
2018-07-09,82.010002,82.739998,81.129997,82.580002,82.580002,771500
2018-07-10,82.300003,83.410004,82.050003,83.290001,83.290001,639100
2018-07-11,82.559998,82.599998,80.199997,80.260002,80.260002,665100
2018-07-12,80.470001,82.059998,80.050003,81.980003,81.980003,1184700
2018-07-13,81.839996,82.580002,81.169998,81.370003,81.370003,626000
2018-07-16,81.720001,82.344002,81.209999,81.330002,81.330002,598500
2018-07-17,81.209999,82.750000,80.760002,82.720001,82.720001,742000
2018-07-18,82.800003,83.500000,82.129997,82.400002,82.400002,985300
2018-07-19,82.360001,84.209999,82.279999,83.760002,83.760002,1360000
2018-07-20,84.300003,85.239998,81.059998,81.199997,81.199997,1618800
2018-07-23,80.790001,82.680000,79.690002,82.540001,82.540001,1127700
2018-07-24,83.239998,83.730003,81.000000,81.220001,81.220001,858500
2018-07-25,81.019997,81.599998,79.599998,81.250000,81.250000,998100
2018-07-26,81.220001,82.455002,80.754997,82.199997,82.199997,843200
2018-07-27,82.540001,82.959999,80.875000,81.720001,81.720001,713700
2018-07-30,81.400002,81.695000,79.949997,80.830002,80.830002,1140100
2018-07-31,81.419998,82.339996,80.629997,81.760002,81.760002,768400
2018-08-01,82.660004,83.300003,81.370003,82.180000,82.180000,2660400
2018-08-02,79.000000,84.910004,79.000000,84.410004,84.410004,2535600
2018-08-03,84.699997,84.699997,83.510002,84.180000,84.180000,846800
2018-08-06,83.459999,85.370003,82.589996,85.199997,85.199997,942600
2018-08-07,85.209999,86.496002,84.771004,86.059998,86.059998,1310600
2018-08-08,85.669998,86.470001,85.379997,85.550003,85.550003,502300
2018-08-09,85.000000,86.040001,84.500000,85.510002,85.510002,684100
2018-08-10,84.690002,84.690002,82.680000,83.190002,83.190002,1277500
2018-08-13,83.000000,84.050003,82.699997,83.110001,83.110001,939900
2018-08-14,83.519997,83.959999,82.214996,82.790001,82.790001,1534700
2018-08-15,82.330002,82.417999,81.110001,81.949997,81.949997,1933900
2018-08-16,82.599998,82.599998,81.449997,82.160004,82.160004,1065400
2018-08-17,81.570000,81.980003,80.739998,81.500000,81.500000,1278200
2018-08-20,81.709999,81.860001,78.120003,78.180000,78.180000,1706600
2018-08-21,78.720001,81.294998,78.620003,81.099998,81.099998,2007100
2018-08-22,80.750000,81.205002,79.970001,80.620003,80.620003,787500
2018-08-23,80.260002,80.790001,78.970001,79.199997,79.199997,977500
2018-08-24,79.559998,79.989998,79.160004,79.629997,79.629997,702300
2018-08-27,79.800003,80.489998,79.410004,79.589996,79.589996,1141800
2018-08-28,79.910004,80.209000,79.010002,79.830002,79.830002,832400
2018-08-29,79.930000,80.489998,79.294998,80.290001,80.290001,768500
2018-08-30,80.040001,80.559998,79.209999,79.400002,79.400002,663400
2018-08-31,79.400002,80.485001,79.400002,80.089996,80.089996,954800
2018-09-04,79.879997,80.839996,79.519997,80.279999,80.279999,1247200
2018-09-05,80.419998,80.489998,79.370003,79.680000,79.680000,665700
2018-09-06,79.550003,79.930000,75.089996,75.129997,75.129997,1998500
2018-09-07,74.000000,76.485001,73.519997,74.949997,74.949997,2422300
2018-09-10,74.879997,74.900002,73.519997,73.980003,73.980003,708500
2018-09-11,73.519997,73.970001,72.309998,73.370003,73.370003,1306000
2018-09-12,72.879997,73.529999,71.537003,73.459999,73.459999,1273000
2018-09-13,74.550003,75.980003,73.669998,75.300003,75.300003,1632500
2018-09-14,75.750000,76.400002,75.290001,75.739998,75.739998,766500
2018-09-17,75.379997,75.989998,73.790001,73.970001,73.970001,1090800
2018-09-18,74.269997,75.529999,74.099998,75.040001,75.040001,997500
2018-09-19,75.110001,77.139999,75.110001,76.809998,76.809998,1060300
2018-09-20,77.550003,79.070000,77.269997,78.669998,78.669998,1422800
2018-09-21,78.980003,79.290001,78.120003,78.620003,78.620003,2267900
2018-09-24,78.019997,78.860001,76.820000,78.449997,78.449997,798600
2018-09-25,78.250000,78.250000,75.320000,76.250000,76.250000,1153200
2018-09-26,75.750000,76.199997,74.629997,75.059998,75.059998,914100
2018-09-27,75.120003,75.470001,74.599998,74.720001,74.720001,876600
2018-09-28,74.570000,76.955002,74.070000,76.889999,76.889999,1030500
2018-10-01,77.190002,78.309998,76.660004,77.099998,77.099998,1188200
2018-10-02,77.279999,78.690002,77.242996,77.290001,77.290001,915000
2018-10-03,77.370003,77.875000,75.059998,76.250000,76.250000,1212400
2018-10-04,76.099998,76.449997,75.330002,76.169998,76.169998,926800
2018-10-05,75.949997,76.279999,72.050003,72.690002,72.690002,1466400
2018-10-08,72.489998,73.320000,71.290001,72.980003,72.980003,865100
2018-10-09,73.000000,74.660004,72.669998,74.339996,74.339996,1108400
2018-10-10,73.449997,73.449997,70.139999,70.290001,70.290001,1899300
2018-10-11,70.160004,73.339996,70.059998,71.389999,71.389999,1628400
2018-10-12,72.699997,73.580002,71.550003,72.680000,72.680000,1118600
2018-10-15,72.010002,73.099998,71.809998,72.629997,72.629997,695400
2018-10-16,73.309998,75.550003,73.050003,75.449997,75.449997,1070200
2018-10-17,75.669998,76.139999,74.769997,75.419998,75.419998,590500
2018-10-18,75.019997,75.070000,73.150002,73.400002,73.400002,697300
2018-10-19,73.589996,74.339996,72.139999,72.349998,72.349998,938300
2018-10-22,72.669998,73.320000,71.809998,72.879997,72.879997,626500
2018-10-23,71.050003,72.760002,69.639999,72.300003,72.300003,779800
2018-10-24,71.480003,71.550003,68.000000,68.180000,68.180000,1413800
2018-10-25,69.080002,71.730003,69.080002,70.980003,70.980003,1283200
2018-10-26,69.250000,71.180000,69.160004,69.739998,69.739998,1380200
2018-10-29,70.879997,71.089996,68.300003,69.320000,69.320000,1511700
2018-10-30,69.410004,71.169998,68.930000,70.949997,70.949997,1699300
2018-10-31,71.510002,74.690002,70.644997,73.510002,73.510002,2470300
2018-11-01,75.040001,78.885002,74.330002,78.489998,78.489998,2720300
2018-11-02,77.400002,77.434998,73.699997,74.000000,74.000000,2260100
2018-11-05,72.199997,73.000000,66.790001,69.320000,69.320000,2554900
2018-11-06,69.599998,70.959999,69.300003,70.010002,70.010002,1182700
2018-11-07,70.519997,70.680000,68.720001,70.279999,70.279999,1266200
2018-11-08,69.900002,71.190002,69.360001,70.730003,70.730003,1246700
2018-11-09,68.870003,69.000000,66.199997,68.150002,68.150002,2442300
2018-11-12,64.849998,65.209999,62.389999,63.799999,63.799999,2912500
2018-11-13,63.889999,65.629997,61.000000,63.650002,63.650002,3719800
2018-11-14,64.300003,64.480003,61.730000,62.880001,62.880001,3144700
2018-11-15,62.910000,65.400002,62.740002,65.160004,65.160004,1578700
2018-11-16,64.410004,66.830002,64.226997,66.320000,66.320000,1582900
2018-11-19,65.500000,66.239998,63.060001,63.150002,63.150002,1901700
2018-11-20,61.340000,62.950001,61.299999,62.020000,62.020000,2354500
2018-11-21,63.270000,64.449997,62.650002,63.580002,63.580002,1792400
2018-11-23,63.259998,64.900002,63.259998,64.330002,64.330002,464400
2018-11-26,65.260002,66.050003,64.612999,65.470001,65.470001,1092900
2018-11-27,64.800003,65.750000,64.760002,64.830002,64.830002,768400
2018-11-28,65.320000,67.129997,64.620003,67.019997,67.019997,1146500
2018-11-29,66.559998,67.290001,65.199997,65.290001,65.290001,906000
2018-11-30,65.459999,66.300003,64.839996,65.809998,65.809998,1711200
