index,date,open,high,low,volume,close,returns,mfi,close_diff_day1,close_diff_day2,close_diff_day3,normal_amplitude,normal_volume,normal_close,normal_close_diff_day1,normal_close_diff_day2,normal_close_diff_day3,normal_returns,normal_mfi,normal_weekday,rate_day1,rate_day2,rate_day3,bummpy_day1_g000,bummpy_day1_g0005,bummpy_day1_g001,bummpy_day1_g002,bummpy_day1_g003,bummpy_day1_s000,bummpy_day1_s0005,bummpy_day1_s001,bummpy_day1_s002,bummpy_day1_s003,bummpy_day2_g000,bummpy_day2_g0005,bummpy_day2_g001,bummpy_day2_g002,bummpy_day2_g003,bummpy_day2_s000,bummpy_day2_s0005,bummpy_day2_s001,bummpy_day2_s002,bummpy_day2_s003
14,2019-07-22,140.169998,141.399994,139.699997,1234100,140.104355,0.007784519475144203,49.64729159576518,0.0,0.0,0.0,-0.7792055081998888,-0.7944362733469343,0.6356828101221126,0.2423870177262737,0.18229927106548094,0.2475978689029945,0.31279542034091296,-0.20567149049021638,1,1.0,1.0,1.0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
15,2019-07-23,140.759995,141.0,138.679993,1166600,140.20401,0.0007110383894438434,48.89769065670498,0.0996550000000127,0.0,0.0,-0.6200242208394214,-0.8157865603896823,0.6421992261710994,0.2516850353558873,0.18229927106548094,0.2475978689029945,0.22319842636173381,-0.22721257578766973,2,0.000711291237163989,1.0,1.0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
16,2019-07-24,140.229996,143.53999299999998,138.850006,1278500,142.815323,0.01845377188179131,50.42463440322831,2.6113129999999956,2.7109680000000083,0.0,-0.011555861589488403,-0.7803925289810378,0.8129523438483677,0.48602792195020716,0.43651469262451664,0.2475978689029945,0.4479386308844745,-0.18333319440707863,3,0.01862509495983742,0.01934963406383769,1.0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
17,2019-07-25,143.449997,143.479996,141.369995,1042600,141.400024,-0.00995942487668191,50.245410416839775,-1.4152990000000045,1.196013999999991,1.2956690000000037,-0.6739411341689173,-0.8550078284385824,0.7204062887812341,0.11033669357622716,0.29445301216478764,0.3451818157374885,0.08803987833891658,-0.1884835070293991,4,-0.009909994041745819,0.008530526338012665,0.009247885263809277,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
18,2019-07-26,144.509995,146.03999299999998,143.740005,2639400,144.579468,0.02223638474792671,61.16269146999019,3.1794439999999895,1.764144999999985,4.3754579999999805,-0.6251638963150947,-0.3499391121443596,0.928309353438852,0.5390357193906696,0.3477283225578851,0.5771376362730236,0.4958514955810149,0.12524353108907382,5,0.02248545587234122,0.012352631096874562,0.03120779498389511,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
19,2019-07-29,145.0,146.96000700000002,144.059998,2752700,145.675827,0.00755448209214549,70.7953098383816,1.0963590000000067,4.275802999999996,2.8605039999999917,-0.4711145822341637,-0.314102259967421,1.0,0.3446795801705496,0.5832538607723257,0.4630381320071174,0.30988162757469095,0.4020535550619351,1,0.0075830891838667355,0.03023905427342782,0.020029391384004305,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
20,2019-07-30,131.28999299999998,136.949997,128.320007,6907300,132.360077,-0.0958577252337957,51.01808068841009,-13.315750000000008,-12.219391000000002,-9.039947000000012,0.9999999999999998,0.9999999999999998,0.12928636792637782,-1.0,-0.9635488666697036,-0.43325017749978445,-1.0,-0.16627948438293627,2,-0.09140672323075268,-0.08451677938114976,-0.06393172182205578,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
21,2019-07-31,132.449997,136.220001,132.199997,3187400,133.06771899999998,0.005332099254568307,54.03967982492901,0.7076419999999928,-12.608108000000016,-11.511749000000009,-0.1835672105187356,-0.17660641141212374,0.1755589050367803,0.30841148003578284,-1.0,-0.6194151586434213,0.28173158104097373,-0.07944858364251228,3,0.00534634019591869,-0.08654907447341978,-0.07962229464006611,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
22,2019-08-01,133.190002,133.190002,128.529999,1631800,129.11087,-0.030186671450547854,48.976634352864764,-3.956848999999977,-3.249206999999984,-16.564956999999993,-0.019253949878731857,-0.6686435450965508,-0.08317848221942903,-0.12679517844766747,-0.12238840036316123,-1.0,-0.1681706730906699,-0.22494399152628097,4,-0.029735604019784673,-0.02454824047888688,-0.11371108948638399,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0
23,2019-08-02,129.169998,130.0,126.370003,1608200,126.718826,-0.01870082910101615,48.334939634309514,-2.3920439999999985,-6.3488929999999755,-5.641250999999983,-0.28369755735119395,-0.6761082380477931,-0.23959365367578123,0.019204364745403435,-0.4130550490254238,-0.17727571969411854,-0.02268403993670562,-0.2433842041074632,5,-0.018527053531588768,-0.047711744423904766,-0.042620487445017,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1
24,2019-08-05,125.800003,126.160004,122.25,1867600,123.13076000000001,-0.028723783379087233,47.4289504787109,-3.5880659999999978,-5.980109999999996,-9.936958999999973,-0.21180859631840177,-0.5940598756938844,-0.47421641086030775,-0.09238696174503169,-0.37847318534839025,-0.5008090766614524,-0.14964084709087466,-0.2694193765070403,1,-0.028315177099257512,-0.04631763382897192,-0.07467595503008491,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1
25,2019-08-06,124.370003,125.370003,121.839996,1578400,123.91813700000002,0.006374281978858586,47.262240133622605,0.7873770000000064,-2.8006889999999913,-5.19273299999999,-0.3093689770430921,-0.6855339944014803,-0.4227300216234102,0.3158509204622268,-0.08032955184602142,-0.14349536632739235,0.2949324984028946,-0.2742100879061178,2,0.006394640949182856,-0.022101601541036936,-0.04021917751774107,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
26,2019-08-07,123.260002,126.370003,122.010002,1588600,125.68227399999999,0.014135925251883695,47.91399542968839,1.7641369999999768,2.551513999999983,-1.0365520000000146,-0.09627642463028918,-0.6823077288039096,-0.30737353515096544,0.4069846488240748,0.4215622233112379,0.16952944613515059,0.3932461712856308,-0.2554807671515016,3,0.014236309895459261,0.020721986934864878,-0.008179936894301834,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
27,2019-08-08,126.16999799999999,127.099998,125.050003,1722300,126.200554,0.0041152526001936455,52.51832489629732,0.5182800000000043,2.282416999999981,3.0697939999999875,-0.6893470668625102,-0.6400183454318293,-0.27348333285435267,0.2907436137533227,0.39632820826743353,0.4788009111065562,0.2663182645925851,-0.12316736063129619,4,0.004123731879644415,0.01841874850006808,0.02493117073264217,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
28,2019-08-09,127.730003,128.470001,126.410004,1358300,127.07763700000001,0.006925874687499846,52.51443590785048,0.8770830000000132,1.3953630000000175,3.159499999999994,-0.6867791546737079,-0.7551517451882779,-0.2161310902424045,0.32422067581300773,0.313146552653786,0.48555716253708037,0.30191930560522084,-0.12327911747082099,5,0.006949914023356927,0.011102305485020246,0.025496671241918314,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
29,2019-08-12,126.559998,127.010002,124.540001,1748400,125.38327,-0.013423008421992526,51.793246182466405,-1.694367000000014,-0.8172840000000008,-0.2990039999999965,-0.58151478064274,-0.6317629011086334,-0.3269253334983766,0.08429907194298478,0.10566015301117174,0.2250782358491045,0.04416803217212173,-0.14400375718328218,1,-0.013333321581987032,-0.006476072997270684,-0.002379046706300019,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0
30,2019-08-13,125.150002,129.25,125.150002,1206300,127.47631100000001,0.016555345037465932,51.46640385235353,2.0930410000000137,0.39867399999999975,1.275757000000013,-0.1630295612854764,-0.8032294286030587,-0.19006189499967974,0.4376720723397076,0.21968410149307235,0.3436821336818342,0.4238920070962535,-0.15339613937614183,2,0.016693144149135797,0.003137247507993871,0.010108965131801347,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,2019-08-14,125.849998,126.489998,122.540001,2222600,122.861649,-0.03687163383122103,46.38613840601059,-4.61466200000001,-2.521620999999996,-4.21598800000001,-0.20154079866125696,-0.4817731808764688,-0.49181351325716705,-0.1881704919892715,-0.05416052688385459,-0.06993133712637295,-0.25284645392834637,-0.2993863931378018,3,-0.03620015329750176,-0.02011130352558197,-0.03317647463022947,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0
32,2019-08-15,123.290001,124.309998,122.43,1643100,122.861649,0.0,38.966039667370616,0.0,-4.61466200000001,-2.521620999999996,-0.7329920746969298,-0.6650693488953203,-0.49181351325716705,0.2423870177262737,-0.25043112106104426,0.057680745316073395,0.2141919836320354,-0.5126158216454038,4,0.0,-0.03620015329750176,-0.02011130352558197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
33,2019-08-16,124.010002,125.690002,123.089996,1447800,123.51946299999999,0.005339821366323408,35.42130891674121,0.6578139999999877,0.6578139999999877,-3.956848000000022,-0.5481373137255949,-0.726842846072338,-0.4487992168661368,0.3037624245699419,0.243984419439579,-0.05041408080343124,0.2818293939837166,-0.6144798181760711,5,0.005354103622685283,0.005354103622685283,-0.03103986904672839,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
34,2019-08-19,125.849998,125.93,122.43,1084800,124.19721200000001,0.005471982789447139,49.018127435418116,0.6777490000000199,1.3355630000000076,1.3355630000000076,-0.31707297034936965,-0.8416599452800051,-0.4044813757062862,0.30562240130414114,0.30753893123987297,0.3481864519331648,0.2835034305844272,-0.22375161571141522,1,0.005486981432229996,0.010870462922079188,0.010870462922079188,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
35,2019-08-20,124.349998,124.589996,122.440002,1823700,122.78191399999999,-0.011460996846404127,37.411471312848235,-1.4152980000000213,-0.7375490000000013,-0.07973500000001366,-0.6636733365117761,-0.6079454697853901,-0.4970273653836639,0.11033678687829404,0.11313713785127665,0.2415925882326615,0.06902005866307379,-0.5572890441302527,2,-0.011395569813596308,-0.005971115661343196,-0.0006489820106517833,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0
36,2019-08-21,123.57,124.190002,122.83000200000001,1336500,123.170624,0.003160856373304418,43.9960860226801,0.38871000000001743,-1.0265880000000038,-0.3488389999999839,-0.8664962940883352,-0.7620470971517136,-0.47160971366120386,0.2786544647465618,0.08603310297074594,0.22132488835796613,0.25422930415594625,-0.3680687007123504,3,0.003165857147332118,-0.008265789412406487,-0.0028241622132050876,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
37,2019-08-22,124.010002,124.16999799999999,122.190002,1276300,121.83506000000001,-0.010902418321352185,44.78216809720948,-1.3355639999999909,-0.9468539999999734,-2.3621519999999947,-0.707318601086066,-0.781088390188357,-0.5589419166018397,0.11777613400267113,0.09350999403792042,0.0696912313412465,0.07609535244553,-0.34547926660696393,4,-0.0108432023531844,-0.007711673235522078,-0.019019364138383354,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0
38,2019-08-23,122.290001,123.309998,119.089996,1394600,119.38320900000001,-0.020329599859183436,45.84330273390715,-2.451851000000005,-3.7874149999999958,-3.3987049999999783,-0.13221974981726725,-0.7436700352675112,-0.7192678531441556,0.013624247938677336,-0.1728577432718374,-0.008377266742086054,-0.04331503647785612,-0.3149857192671697,5,-0.02012434680132307,-0.030749336789915066,-0.027680827650235024,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1
39,2019-08-26,120.709999,120.839996,119.470001,999100,120.011131,0.005245933884857092,47.17633313980042,0.6279219999999981,-1.8239290000000068,-3.1594929999999977,-0.8639301790786282,-0.8687669023105755,-0.6782081873139223,0.3009734391403671,0.011264098526096195,0.009639102477345035,0.28064015830050204,-0.27667877462346846,1,0.0052597178888029224,-0.014970477299391542,-0.025651351737894887,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
