index,date,open,high,low,volume,close,returns,mfi,close_diff_day1,close_diff_day2,close_diff_day3,normal_amplitude,normal_volume,normal_close,normal_close_diff_day1,normal_close_diff_day2,normal_close_diff_day3,normal_returns,normal_mfi,normal_weekday,rate_day1,rate_day2,rate_day3,bummpy_day1_g000,bummpy_day1_g0005,bummpy_day1_g001,bummpy_day1_g002,bummpy_day1_g003,bummpy_day1_s000,bummpy_day1_s0005,bummpy_day1_s001,bummpy_day1_s002,bummpy_day1_s003,bummpy_day2_g000,bummpy_day2_g0005,bummpy_day2_g001,bummpy_day2_g002,bummpy_day2_g003,bummpy_day2_s000,bummpy_day2_s0005,bummpy_day2_s001,bummpy_day2_s002,bummpy_day2_s003
14,2019-07-22,177.830002,178.809998,175.720001,2556800,173.49981699999998,-0.014113317927983657,45.59077647975259,0.0,0.0,0.0,-0.7689896034480352,-0.7150930319347444,-0.9285033768427144,-0.3071514726484953,-0.3053033854913729,-0.3000442261050882,-0.6191068049367705,-0.36403307414577246,1,1.0,1.0,1.0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
15,2019-07-23,176.429993,176.770004,175.520004,2081800,173.618179,0.0006819698543510185,45.36225275427819,0.11836200000001895,0.0,0.0,-1.0,-0.8163885482753106,-0.9236836844891148,-0.2929184048098187,-0.3053033854913729,-0.3000442261050882,-0.28595406069107643,-0.37379045345335915,2,0.0006822024486632108,1.0,1.0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
16,2019-07-24,176.020004,176.75,174.880005,1898000,173.381454,-0.0013644108766205944,39.983028976284764,-0.23672500000000696,-0.118362999999988,0.0,-0.9221600411249409,-0.8555845817561445,-0.9333231099162438,-0.33561772857616023,-0.31292518583784745,-0.3000442261050882,-0.33203341827604405,-0.6034695673979189,3,-0.00136348049129122,-0.0006822082123578725,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,2019-07-25,175.779999,176.5,173.770004,2145500,171.744003,-0.009489090146767387,40.23330640670725,-1.6374509999999987,-1.8741760000000056,-1.7558139999999867,-0.8141874889712757,-0.8028042863997442,-1.0,-0.5040554719515241,-0.4259880190859571,-0.40409462739047114,-0.5149808022530784,-0.5927833604594894,4,-0.009444210797770785,-0.010794814291883604,-0.01011997609196318,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0
18,2019-07-26,174.270004,175.509995,173.119995,3070400,172.957291,0.007039677725017781,39.96715964653044,1.2132880000000057,-0.42416299999999296,-0.6608879999999999,-0.8568737600826296,-0.6055659220557659,-0.9505949975810317,-0.16125320790263448,-0.3326166987764532,-0.339208774061019,-0.1427944374795535,-0.6041471472397872,5,0.007064514503018808,-0.0024464150589023955,-0.003806559910987201,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,2019-07-29,175.270004,177.16000400000001,174.83999599999999,1985400,173.687241,0.004211525130436591,45.77510080361791,0.7299500000000023,1.943238000000008,0.30578700000000936,-0.865661209016221,-0.8369462067494802,-0.9208714846840733,-0.2193747548772481,-0.18017161237237403,-0.2819231380753455,-0.20647733516237401,-0.35616289637830123,1,0.004220406065448853,0.011314735688325653,0.0017636661415932604,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
20,2019-07-30,174.919998,176.720001,174.270004,2005100,174.052216,0.0020991298322362304,40.57801642540544,0.36497499999998695,1.0949249999999893,2.308212999999995,-0.8493411767349808,-0.8327451084928295,-0.9060097282355946,-0.2632631137628734,-0.2347974018278598,-0.163258388367071,-0.25404317510280544,-0.5780651232323435,2,0.0021013345476538887,0.006330609098173197,0.013439846280978994,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
21,2019-07-31,180.0,188.0,177.899994,7157600,184.04453999999998,0.055822447383351396,55.19196344097301,9.992323999999996,10.357298999999983,11.087248999999986,0.11111235265451902,0.2660446766540492,-0.49912299450781816,0.8944286405467327,0.36163869190399844,0.3569916032031234,0.955671089023025,0.045913082600983035,3,0.05740992116986317,0.05963189316824938,0.06410397003731971,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
22,2019-08-01,186.399994,189.46000700000002,184.139999,3484700,183.472427,-0.003113398909477917,65.55199778186912,-0.5721129999999732,9.420211000000023,9.78518600000001,-0.4890132092336724,-0.517214906434931,-0.5224193958147803,-0.37594824137821514,0.30129637510670904,0.2798307093676442,-0.3714162387639973,0.48826008396329357,4,-0.003108557309007772,0.05412290183079326,0.05633796670188347,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0
23,2019-08-02,186.0,187.860001,185.009995,2966500,184.675858,0.00653777477989687,65.45570259651504,1.2034309999999948,0.6313180000000216,10.623642000000018,-0.7991203134866401,-0.6277229834195234,-0.47341576974573485,-0.16243851526214148,-0.2646506498295845,0.32951802434527766,-0.15409603201235295,0.48414852553738585,5,0.006559192679126628,0.0034302457437749667,0.061037097051381516,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
