index,date,open,high,low,volume,close,close_delta_1,close_delta_2,close_delta_3,returns,mfi,normal_open_,normal_high,normal_low,normal_volume,normal_close,normal_close_delta_1,normal_close_delta_2,normal_close_delta_3,normal_returns,normal_mfi
14,2019-01-22,72.120003,72.32,71.099998,5578200,69.91857900000001,0.0,0.0,0.0,-0.01166518712226751,58.415824440873806,0.8869174576970691,0.7899797995991973,0.8112430269294588,-0.8206862853453241,0.7350771823393405,0.0,0.0,0.0,0.2985751466448836,0.3426220746784925
15,2019-01-23,72.099998,72.400002,71.010002,4187700,70.035782,0.11720299999998929,0.0,0.0,0.0016748749601051293,64.81886283934767,0.8852661989269501,0.7963927855711415,0.8038572256228278,-0.9015711618221056,0.7447259935366137,0.009648811197273233,0.0,0.0,0.4367618184619612,0.5662574083139498
16,2019-01-24,71.730003,71.800003,70.860001,4153200,69.654884,-0.38089800000000196,-0.26369500000001267,0.0,-0.0054534630681764,66.02665991184033,0.8547259595542709,0.7482966733466929,0.7915469275896267,-0.9035780142050247,0.7133683244716638,-0.03135766906494997,-0.021708857867676734,0.0,0.3629209846162962,0.608441459769147
17,2019-01-25,71.910004,72.41999799999999,71.58000200000001,5221800,70.211578,0.5566940000000073,0.1757960000000054,0.2929989999999947,0.007960406401294409,65.37086222552958,0.8695836566240196,0.7979956713426839,0.8506360462901874,-0.8414179430053923,0.7591985105646426,0.04583018609297884,0.014472517028028875,0.024121328225302108,0.5018722103848946,0.5855367815135206
18,2019-01-28,71.370003,71.66999799999999,70.470001,4088300,69.908813,-0.30276500000000794,0.2539289999999994,-0.12696900000000255,-0.004321504800654968,58.607379737932064,0.8250107304993808,0.7378754308617221,0.7595403660803814,-0.9073532234702841,0.734273190204731,-0.024925320359911574,0.020904865733067268,-0.010452803331882699,0.3746466830919656,0.34931241918391875
19,2019-01-29,71.550003,71.800003,70.879997,3367100,69.830688,-0.078125,-0.38089000000000794,0.1758039999999994,-0.0011181520984498519,56.66882546036571,0.8398683450268267,0.7482966733466929,0.7931879614458808,-0.9493051637184358,0.7278415001047582,-0.006431690099972798,-0.03135701045988437,0.01447317563309447,0.40782948582861045,0.2816056203714479
20,2019-01-30,71.410004,72.029999,71.18,4122100,69.938118,0.10743000000000791,0.029305000000007908,-0.27346000000000004,0.001537253185894382,55.16972774631042,0.8283125051588938,0.7667332264529056,0.8178086395803899,-0.9053870898313663,0.7366857428879916,0.00884424278323337,0.0024125526832605715,-0.022512767676651002,0.43533622577503706,0.22924747466443285
21,2019-01-31,71.5,72.589996,71.5,8390800,70.572937,0.6348189999999931,0.742249000000001,0.664124000000001,0.009035919903876236,57.32918123431802,0.8357409822534052,0.8116227655310615,0.8440704336392573,-0.6570783719482756,0.7889476190809406,0.052261876192948975,0.061106118976182344,0.054674428876209547,0.5130132103666336,0.30466949639960395
22,2019-02-01,72.379997,72.550003,71.529999,4642500,70.20180500000001,-0.3711319999999887,0.26368700000000445,0.37111700000001235,-0.005272719446181524,58.213476011615164,0.9083779612051179,0.8084169138276547,0.8465323947641696,-0.8751156121481465,0.758393942150601,-0.030553676930339613,0.021708199262609362,0.03055244204584273,0.36479326672573553,0.33555476449358834
23,2019-02-04,71.83000200000001,71.879997,70.900002,5444300,69.791618,-0.41018700000000763,-0.7813189999999963,-0.14650000000000318,-0.005860106354378299,58.6537854199676,0.8629801073049945,0.7547090180360723,0.7948297339150923,-0.8284751993764216,0.7246250376125234,-0.03376890453807757,-0.06432258146841718,-0.012060705275468209,0.35870865921705747,0.3509332044328517
24,2019-02-05,71.379997,71.730003,70.83000200000001,7128600,69.645119,-0.1464990000000057,-0.5566860000000133,-0.927818000000002,-0.0021012977936359766,50.12154055411887,0.8258356582748663,0.7426854509018028,0.7890849664647153,-0.7305000843459697,0.7125644146626886,-0.012060622949834787,-0.04582952748791236,-0.07638320441825197,0.39764530297472567,0.05293226980027321
25,2019-02-06,71.0,71.709999,70.879997,4336400,69.801384,0.15626500000000476,0.009765999999999053,-0.4004210000000086,0.0022412188480728764,50.48351512693835,0.7944698307882794,0.7410819238476947,0.7931879614458808,-0.892921337203553,0.725429029747132,0.012864615084443365,0.0008039921346085777,-0.03296491240346899,0.44262844610574253,0.06557475284072001
26,2019-02-07,71.150002,71.370003,70.379997,4631200,69.53768199999999,-0.2637020000000092,-0.10743700000000445,-0.25393600000001015,-0.0037850449611682687,49.804618714512,0.8068513413124228,0.7138277354709412,0.7521539082288999,-0.8757729290155953,0.7037195956000231,-0.021709434147108908,-0.008844819062665543,-0.02090544201250033,0.3802037486681556,0.041863318323465126
27,2019-02-08,70.800003,70.900002,69.529999,4139400,68.48291,-1.0547719999999856,-1.3184739999999948,-1.16220899999999,-0.015284567601299948,42.832518535507766,0.7779616178291375,0.6761523046092179,0.6823961818962436,-0.9043807551581924,0.6168848227343879,-0.08683477286563512,-0.10854420701274403,-0.09567959192830067,0.2610828067030715,-0.20164731719655227
