index,date,open,high,low,volume,close,returns,mfi,close_diff_day1,close_diff_day2,close_diff_day3,normal_amplitude,normal_volume,normal_close,normal_close_diff_day1,normal_close_diff_day2,normal_close_diff_day3,normal_returns,normal_mfi,normal_weekday,rate_day1,rate_day2,rate_day3,bummpy_day1_g000,bummpy_day1_g0005,bummpy_day1_g001,bummpy_day1_g002,bummpy_day1_g003,bummpy_day1_s000,bummpy_day1_s0005,bummpy_day1_s001,bummpy_day1_s002,bummpy_day1_s003,bummpy_day2_g000,bummpy_day2_g0005,bummpy_day2_g001,bummpy_day2_g002,bummpy_day2_g003,bummpy_day2_s000,bummpy_day2_s0005,bummpy_day2_s001,bummpy_day2_s002,bummpy_day2_s003
14,2018-11-20,80.82,83.43,80.41999799999999,5388800,83.019997,-0.00024092497094651253,35.92225203584617,0.0,0.0,0.0,-0.675065888386569,-0.7950221039275218,-0.483188213447729,-0.04610624146503184,-0.311957577370232,-0.24692204235525816,-0.022548303956607015,-0.3707763464128364,2,1.0,1.0,1.0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
15,2018-11-21,83.940002,85.480003,83.43,3272900,84.019997,0.011973323546429951,33.42674034602041,1.0,0.0,0.0,-0.8418772553767413,-0.9090250295661919,-0.4209217031322705,0.031383109754600166,-0.311957577370232,-0.24692204235525816,0.06121203240721855,-0.4426276526085504,3,0.012045290726763094,1.0,1.0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
16,2018-11-23,83.82,84.25,82.41999799999999,1906800,82.66999799999999,-0.01619807496344011,35.43610957905618,-1.349999000000011,-0.34999900000001105,0.0,-0.88010507389447,-0.9826293571407405,-0.5049814297916306,-0.1507167881221847,-0.3383626300744914,-0.24692204235525816,-0.13197593258867676,-0.38477346398193646,5,-0.01606759162345615,-0.004215839709076489,1.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
17,2018-11-26,83.519997,85.010002,82.489998,5383800,84.93,0.026970632719907,42.952067407563504,2.2600020000000143,0.9100030000000032,1.9100030000000032,-0.7602089314547917,-0.7952914997535029,-0.3642589919456709,0.12901984727004004,-0.24330401785710912,-0.11627890910829489,0.16405746404680197,-0.1683723990252508,1,0.02733763220848287,0.010830790674748575,0.02300654142398973,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
18,2018-11-27,84.68,85.66999799999999,83.239998,3372200,85.040001,0.001294358000946667,41.98032090931145,0.1100009999999969,2.370003000000011,1.0200040000000001,-0.7758482084483973,-0.9036748284622078,-0.3574096135444602,-0.03758233534152134,-0.13315691187046996,-0.17715434121319956,-0.012019959297786533,-0.19635113199419796,2,0.0012951960438007406,0.02866823584536692,0.012140014715782483,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
19,2018-11-28,85.510002,86.32,83.91999799999999,4197200,85.900002,0.010062106480231835,38.4704268701766,0.8600009999999969,0.9700019999999938,3.230004000000008,-0.7810607215728586,-0.859224517175331,-0.3038603524066552,0.020534678073202667,-0.23877749990362193,-0.02599158153387479,0.048105685004732335,-0.2974087516994366,3,0.01011289969293388,0.011421193924408263,0.039071054531778365,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
20,2018-11-29,85.089996,87.239998,84.629997,3527300,86.389999,0.0056880645222824365,45.66359314352923,0.48999700000000246,1.3499979999999994,1.4599989999999963,-0.7445708707953393,-0.895318169940275,-0.27334994915161115,-0.008136691835465622,-0.2101093768306772,-0.14705893015206667,0.018110288632527054,-0.09030157022218677,4,0.005704272276966914,0.015874858703258943,0.017190615801248043,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
21,2018-11-30,86.309998,86.83000200000001,83.730003,5395500,84.07,-0.027222131648173525,47.45481065945675,-2.31999900000001,-1.8300020000000075,-0.9700010000000105,-0.6594278277271166,-0.7946611135207071,-0.41780819081696663,-0.22588145880522764,-0.4500188268563699,-0.3132695663605549,-0.20757441862680806,-0.03872845248254597,5,-0.026854948800265756,-0.021303864463239564,-0.011406408614694283,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0
22,2018-12-03,85.809998,86.639999,83.339996,5052200,84.0,-0.0008329863038917735,47.65485067656817,-0.06999999999999318,-2.389999000000003,-1.9000020000000006,-0.6246747283556586,-0.8131578309325675,-0.42216684653904846,-0.05153049605040555,-0.49226680556267066,-0.37688111281509323,-0.026608419183913837,-0.03296885753475709,1,-0.00083263946711066,-0.02766522777711808,-0.022118765491996154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0
23,2018-12-04,83.440002,84.889999,81.0,5129500,81.18,-0.03414788743256184,40.194239013637294,-2.819999999999993,-2.8899999999999864,-5.209998999999996,-0.5221558306497953,-0.8089929714629003,-0.5977584056286434,-0.26462621190439356,-0.5299884926451525,-0.6032830499419184,-0.2550684280412062,-0.2477763838573399,2,-0.03357142857142849,-0.03437611514214329,-0.06030789513031475,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
