index,date,open,high,low,volume,close,returns,mfi,close_diff_day1,close_diff_day2,close_diff_day3,normal_amplitude,normal_volume,normal_close,normal_close_diff_day1,normal_close_diff_day2,normal_close_diff_day3,normal_returns,normal_mfi,normal_weekday,rate_day1,rate_day2,rate_day3,bummpy_day1_g000,bummpy_day1_g001,bummpy_day1_g002,bummpy_day1_g003,bummpy_day1_s000,bummpy_day1_s001,bummpy_day1_s002,bummpy_day1_s003,bummpy_day2_g000,bummpy_day2_g001,bummpy_day2_g002,bummpy_day2_g003,bummpy_day2_s000,bummpy_day2_s001,bummpy_day2_s002,bummpy_day2_s003
14,2018-11-20,35.400002,35.990002000000004,35.220001,11673500,34.270897,-0.011438349475588156,50.22220096909768,0.0,0.0,0.0,-0.3882344775091303,-0.045436916984752385,-0.8806755893670601,-0.02743379655686684,0.048989715753563035,0.03817672831709218,-0.14497831702302136,-0.18913347017910187,2,1.0,1.0,1.0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
15,2018-11-21,36.419998,36.720001,36.139998999999996,7013100,34.780537,0.014761438674320374,47.47118360886408,0.5096400000000045,0.0,0.0,-0.6117625813161199,-0.5210752995448144,-0.8312677581812213,0.2112048338323348,0.048989715753563035,0.03817672831709218,0.3073130767524348,-0.27081896349870527,3,0.014870926780819438,1.0,1.0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
16,2018-11-23,35.830002,36.200001,35.75,2320500,34.578606,-0.0058227815916146244,42.86169961975606,-0.20193100000000186,0.3077090000000027,0.0,-0.7647048442912677,-1.0,-0.8508442685791251,-0.12198786859423026,0.16595071171364317,0.03817672831709218,-0.048035814642827676,-0.4076875921892671,5,-0.00580586205440134,0.008978726176907557,1.0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
17,2018-11-26,36.709998999999996,36.889998999999996,36.470001,7077300,35.424801,0.02417700093588029,48.55174193982672,0.8461950000000016,0.6442639999999997,1.1539040000000043,-0.8000024705867907,-0.5145230756669592,-0.7688085969083369,0.368796514725978,0.2938761477436068,0.414555219138843,0.46985552763387023,-0.23873412768443925,1,0.024471634281613364,0.018523693294327216,0.033670084561836955,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1
18,2018-11-27,36.389998999999996,36.82,36.389998999999996,6870200,35.386337,-0.0010863828733560879,42.72169676786369,-0.03846400000000472,0.8077309999999969,0.605799999999995,-0.7882342422151466,-0.5356596109489499,-0.7725375483617789,-0.04544454194437821,0.35601038212286096,0.23577556646984488,0.03372944107222346,-0.411844673198021,2,-0.0010857929731208573,0.02335927017994875,0.017417787425191133,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
19,2018-11-28,37.27,38.02,37.07,8380200,36.549858,0.032351515913475674,43.38968071164177,1.163521000000003,1.1250569999999982,1.9712519999999998,-0.1764710726640717,-0.3815496723888061,-0.6597382210931619,0.5173842276741051,0.4766268249439296,0.6811564326853543,0.6109735684172598,-0.39201033890197956,3,0.0328805154373566,0.031759021031621266,0.057007850461062534,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
20,2018-11-29,37.950001,38.369999,37.869999,7056600,36.472927,-0.002107041753120374,49.05974750271604,-0.07693100000000186,1.086590000000001,1.0481259999999963,-0.7058825259514554,-0.5166357085995387,-0.6671964148396454,-0.06345669208012238,0.4620054176025908,0.3800527267286027,0.01610963343650805,-0.2236500044020644,4,-0.0021048234989039316,0.030706484256904046,0.029587350398947797,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
21,2018-11-30,37.240002000000004,37.599998,37.080002,8734400,36.145992,-0.009004188257406363,48.11306540300274,-0.32693499999999887,-0.4038660000000007,0.7596550000000022,-0.6823578339071578,-0.3454001755424466,-0.698891629675102,-0.1805209181059852,-0.10452080748239495,0.28595973491486537,-0.10295697838676032,-0.25175967591840576,5,-0.008963771950630639,-0.011049728291694066,0.02146746638398889,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
22,2018-12-03,38.82,39.0,38.380001,7457600,37.242199,0.029876428985961375,55.30479661779923,1.0962069999999997,0.7692720000000008,0.692340999999999,-0.5647073148780503,-0.47570982425343433,-0.5926181613430748,0.4858644867471382,0.34139201560245297,0.26400336616046605,0.5682457223081391,-0.03821681697666568,1,0.03032720750892657,0.021091589386286462,0.01894237181441304,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
23,2018-12-04,38.529999,38.779999,37.43,13321200,36.001751,-0.03387492391258949,44.52267415130445,-1.2404480000000007,-0.14424100000000095,-0.4711759999999998,0.29411570934369635,0.12272662325733297,-0.7128752945720418,-0.6082728433134439,-0.0058366657246448905,-0.115510677040224,-0.5323047131600654,-0.3583685562711125,2,-0.03330759281963991,-0.003990511589777394,-0.01291851350455092,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
24,2018-12-06,35.700001,36.860001000000004,35.610001000000004,12075700,35.444035,-0.015612602504400936,36.20369162388913,-0.5577159999999992,-1.7981639999999999,-0.7019570000000002,0.1764698961941784,-0.004388561164295535,-0.7669439272885499,-0.28858398568280397,-0.6344971251888848,-0.19078644044024193,-0.21703915620120923,-0.6053826978363186,4,-0.01549135762868865,-0.04828297061620878,-0.019420050776307374,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
25,2018-12-07,36.650002,36.939999,36.139998999999996,10802700,35.117096000000004,-0.009266896236791713,35.93632942957365,-0.32693899999999587,-0.8846549999999951,-2.1251029999999957,-0.35294155709319686,-0.13431038353983382,-0.7986395299101385,-0.18052279110363223,-0.287269964272251,-0.6549858397828283,-0.10749215086496025,-0.6133214382649932,5,-0.009224090880171964,-0.024572554818236343,-0.05706169498745216,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
26,2018-12-10,36.310001,36.830002,36.080002,12439100,35.030552,-0.0024674824139517713,37.06703842753382,-0.08654400000000351,-0.4134829999999994,-0.9711989999999986,-0.4117650519029108,0.032699883652099304,-0.8070296706803832,-0.0679579736787641,-0.10817625434338349,-0.27860734896107975,0.009887285075216114,-0.5797474871753321,1,-0.0024644406815416487,-0.01166579933689828,-0.02697643789603452,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
27,2018-12-11,37.240002000000004,37.349998,36.299999,8635800,35.290184,0.007384256608190691,45.89371319500484,0.2596320000000034,0.1730879999999999,-0.15385099999999596,-0.05882525951455375,-0.35546324835173815,-0.7818592483696505,0.09413873480882161,0.11478091740427251,-0.01200613541456614,0.17995952947435337,-0.3176585257696716,2,0.007411587462281594,0.004928881363083094,-0.004340673966719533,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1
28,2018-12-12,37.610001000000004,37.700001,37.27,8405400,35.944057,0.018358905951522272,53.962966439307124,0.6538729999999973,0.9135050000000007,0.8269609999999972,-0.788234242215155,-0.3789777714274051,-0.7184685278591378,0.278741851289606,0.39621535625973003,0.307913494242545,0.36941676551348007,-0.07805955358227967,3,0.01852846672604476,0.02607737954000841,0.023548672703460363,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
29,2018-12-13,37.490002000000004,37.66,37.189999,5825900,35.895981,-0.0013384182000794084,48.670326736970274,-0.048076000000001784,0.6057969999999955,0.8654289999999989,-0.7411754463673889,-0.6422404115041538,-0.7231293293898076,-0.04994535529360568,0.2792547404022653,0.3204609226117435,0.029378512410048727,-0.23521300935385425,4,-0.0013375229179055047,0.01716616155925952,0.024704977529329222,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
30,2018-12-14,36.799999,37.110001000000004,36.529999,5969600,35.126709000000005,-0.0216635580920817,47.22569157904059,-0.7692719999999937,-0.8173479999999955,-0.16347499999999826,-0.6117625813161199,-0.6275744524504501,-0.7977075828863778,-0.3876449583117503,-0.2616863974767234,-0.015145275755243853,-0.3214978304762175,-0.27810831683105186,5,-0.021430588566446862,-0.02273944758100054,-0.004632307952828986,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
31,2018-12-17,36.630001,36.939999,36.119999,10733100,34.828621000000005,-0.008522289985943631,40.38543874249087,-0.2980879999999999,-1.0673599999999936,-1.1154359999999954,-0.329412159169318,-0.141413729052275,-0.8266061810782861,-0.16701332731476592,-0.356716612783949,-0.3256543341354578,-0.09463788665934789,-0.4812147877174935,1,-0.008486078214728281,-0.029734805130412614,-0.031032557064996736,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
32,2018-12-18,36.610001000000004,37.0,36.610001000000004,7100400,35.347874,0.01479875780266668,45.84663822779937,0.519252999999992,0.22116499999999206,-0.5481070000000017,-0.8352953910027159,-0.5121654997856749,-0.7762664028686874,0.21570611543096987,0.13305511088828437,-0.14060390288692243,0.30795732320502667,-0.3190563148111978,2,0.014908801585913834,0.006296206114839623,-0.015269313854383912,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
33,2018-12-19,36.619999,37.279999,36.099998,11786400,34.838234,-0.014522787255094143,38.21558814216126,-0.5096399999999974,0.009612999999994543,-0.28847500000000537,0.09411817993047888,-0.03391439243942762,-0.8256742340545258,-0.26607242694606514,0.0526436422040848,-0.055917568210007304,-0.1982254904094713,-0.5456437947022807,3,-0.014417840235596559,0.00027600863094736196,-0.00821241181461108,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
34,2018-12-20,36.41,36.75,35.540001000000004,12540400,34.501678000000005,-0.009707501300502724,31.45825974976708,-0.3365559999999945,-0.846195999999992,-0.326943,0.12940992387651074,0.0430385172786838,-0.8583021714860082,-0.185025945699921,-0.27265159775184034,-0.06846499657920355,-0.1150983909318698,-0.7462880040897529,4,-0.009660535605794328,-0.02393909178243625,-0.009387193366053738,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
35,2018-12-21,36.639998999999996,36.93,35.650002,16981000,34.338211,-0.0047492031037059375,41.328101408587486,-0.16346700000000425,-0.5000229999999988,-1.0096629999999962,0.21176164014021026,0.4962442081198588,-0.8741497304304704,-0.10397712320672221,-0.1410703347582728,-0.29115347261691843,-0.029502446821482828,-0.4532244645639034,5,-0.004737943470459733,-0.014352708004659443,-0.028563613189296653,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
