index,date,open,high,low,volume,close,close_delta_1,close_delta_2,close_delta_3,returns,mfi,normal_open_,normal_high,normal_low,normal_volume,normal_close,normal_close_delta_1,normal_close_delta_2,normal_close_delta_3,normal_returns,normal_mfi
14,2019-01-22,42.41,42.689999,41.93,27935600,40.756763,0.0,0.0,0.0,-0.006132065951163312,48.1534790540479,0.6107251241310827,0.6252500626503066,0.590409549491465,-0.5233581256342381,0.41779331904873196,0.0,0.0,0.0,0.2383905291340428,0.10765832299209932
15,2019-01-23,41.990002000000004,42.200001,41.549999,23209500,40.650703,-0.10605999999999938,0.0,0.0,-0.0026056592894688002,48.50161644785858,0.5273094339622659,0.5270540608270595,0.5144852661823442,-0.6378200858809825,0.39582370117011045,-0.021969617878621506,0.0,0.0,0.3109412824719922,0.11633657450505708
16,2019-01-24,41.779999,41.790001000000004,40.619999,32631900,39.484016,-1.1666870000000031,-1.2727470000000025,0.0,-0.02912019803422709,47.87681624045125,0.4856007944389269,0.4448897239368472,0.32867106180530214,-0.4096178950198234,0.15415231163631482,-0.24167138953379563,-0.26364100741241714,0.0,-0.2345572787790542,0.1007617657036286
17,2019-01-25,41.099998,41.25,40.509997999999996,34025100,39.185116,-0.29889999999999617,-1.4655869999999993,-1.5716469999999987,-0.007598950966099464,39.79271900198625,0.35054597815292965,0.33667307982696126,0.3066928378314522,-0.37587582375265505,0.09223718073003973,-0.061915130906275095,-0.30358652044007073,-0.32555613831869223,0.2082114763181012,-0.10075588318403172
18,2019-01-28,40.5,40.529999,39.48,37314700,38.114849,-1.0702670000000012,-1.3691669999999974,-2.5358540000000005,-0.027693037079375083,32.83887218643622,0.23138053624627553,0.1923842878140567,0.10089901107882238,-0.2962046224603231,-0.12946145228992822,-0.22169863301996795,-0.28361376392624305,-0.5252851534600387,-0.20519549145777383,-0.27409903080562903
19,2019-01-29,39.5,40.849998,39.470001,48744600,39.310463,1.195613999999999,0.12534699999999788,-0.1735529999999983,0.030886773800380664,37.37512609425914,0.03277080436941482,0.2565123503519393,0.0989012086814407,-0.019382557877630546,0.1182019713413105,0.24766342363123872,0.02596479061127077,-0.035950340295004324,1.0,-0.1610208236420162
20,2019-01-30,40.77,41.75,40.73,34220000,40.091465,0.7810020000000009,1.976616,0.9063489999999987,0.01967275122759281,44.126404064750794,0.2850051638530289,0.4368734906686873,0.35064928577914856,-0.37115551820429793,0.2799812991033175,0.16177932776200699,0.4094427513932457,0.18774411837327776,0.7692875882858095,0.007272756144125037
21,2019-01-31,41.380001,42.619999,41.349998,38830600,41.287788,1.1963229999999996,1.9773250000000004,3.1729389999999995,0.02940329740392641,53.27792653422299,0.4061572989076474,0.6112220051324657,0.4745250224300719,-0.25949086576071034,0.5277915873307837,0.2478102882274662,0.4095896159894732,0.6572530396207119,0.9694796033336367,0.23539882110729304
22,2019-02-01,42.869999,43.119999,42.549999,25844100,41.706016999999996,0.41822899999999663,1.6145519999999962,2.395553999999997,0.01007864479211323,53.948709456527745,0.7020854021847072,0.71142241597419,0.7142854859426073,-0.5740124050307946,0.6144249204984025,0.08663333316761879,0.334443621395085,0.496222949157092,0.5719026249860745,0.25211987151396964
23,2019-02-04,42.84,42.84,41.959998999999996,18431200,41.278061,-0.4279559999999947,-0.009726999999998043,1.1865960000000015,-0.0103142627906636,53.72227992711634,0.6961273088381343,0.655310386303646,0.5964033562840516,-0.7535462839400626,0.525776704499318,-0.08864821599908446,-0.0020148828314656697,0.24579540539600053,0.15234783456644105,0.24647551258807554
