Date,Open,High,Low,Close,Adj Close,Volume
2019-07-01,82.739998,82.769997,81.099998,81.430000,81.223923,2254100
2019-07-02,81.669998,81.739998,80.830002,81.709999,81.503212,1826700
2019-07-03,82.099998,82.489998,81.610001,82.070000,81.862297,1072900
2019-07-05,81.620003,82.139999,81.300003,82.010002,81.802452,1296800
2019-07-08,81.849998,81.989998,81.190002,81.580002,81.373543,1807000
2019-07-09,81.449997,82.500000,81.139999,81.400002,81.194000,1835200
2019-07-10,81.660004,82.709999,81.470001,82.120003,81.912178,2758600
2019-07-11,82.599998,82.849998,81.660004,82.529999,82.321136,1988300
2019-07-12,82.480003,82.629997,81.300003,81.650002,81.443367,1147500
2019-07-15,81.779999,82.180000,81.260002,82.010002,81.802452,1732800
2019-07-16,82.180000,82.760002,81.809998,82.070000,81.862297,2092600
2019-07-17,82.500000,82.730003,81.860001,82.650002,82.440834,2427700
2019-07-18,82.500000,83.930000,82.330002,83.080002,82.869743,3647900
2019-07-19,83.410004,83.790001,82.570000,83.099998,82.889694,2838700
2019-07-22,83.320000,83.389999,82.529999,82.690002,82.480736,1633600
2019-07-23,82.839996,83.559998,82.559998,83.300003,83.089188,1741400
2019-07-24,83.550003,84.080002,83.099998,83.930000,83.717598,2843600
2019-07-25,85.160004,86.120003,83.809998,85.160004,84.944481,4909900
2019-07-26,85.790001,86.650002,84.089996,85.150002,84.934509,2545100
2019-07-29,85.199997,86.019997,85.160004,85.970001,85.752434,1987900
2019-07-30,85.459999,86.279999,85.330002,86.160004,85.941956,2028600
2019-07-31,85.889999,86.099998,83.290001,83.970001,83.757492,2768800
2019-08-01,84.209999,86.150002,84.129997,85.080002,84.864685,2164600
2019-08-02,84.769997,85.440002,83.769997,84.699997,84.485641,1573800
2019-08-05,83.690002,84.000000,81.209999,81.910004,81.702713,2305000
2019-08-06,82.379997,83.430000,81.660004,83.410004,83.198914,1781700
2019-08-07,82.589996,83.940002,81.589996,83.820000,83.607872,1689100
2019-08-08,83.769997,85.800003,83.639999,85.739998,85.523010,2310800
2019-08-09,85.750000,86.680000,85.480003,85.970001,85.752434,2132800
2019-08-12,85.879997,86.809998,85.389999,85.599998,85.383369,2115400
2019-08-13,86.000000,88.279999,85.790001,88.180000,87.956841,3379000
2019-08-14,87.010002,87.349998,85.779999,85.839996,85.622757,2448700
2019-08-15,86.139999,87.070000,85.449997,85.779999,85.562912,2720400
2019-08-16,86.309998,87.410004,86.099998,86.970001,86.749901,1583100
2019-08-19,87.709999,88.230003,87.309998,87.870003,87.647629,1339200
2019-08-20,88.180000,88.480003,86.930000,86.970001,86.749901,1665600
2019-08-21,87.400002,87.809998,87.139999,87.309998,87.089035,1405200
2019-08-22,87.339996,87.790001,86.639999,87.209999,86.989288,1485400
2019-08-23,87.250000,87.339996,84.620003,85.029999,84.814812,1809000
2019-08-26,85.779999,86.019997,84.989998,85.769997,85.552933,1918800
2019-08-27,86.019997,87.050003,85.760002,86.389999,86.171364,1891900
2019-08-28,86.080002,87.260002,86.019997,86.930000,86.709999,1285400
2019-08-29,87.449997,87.720001,86.459999,87.500000,87.500000,1163400
2019-08-30,88.019997,88.209999,87.330002,87.949997,87.949997,3789700
2019-09-03,87.620003,88.000000,86.970001,87.779999,87.779999,3392400
2019-09-04,88.389999,88.410004,87.000000,87.500000,87.500000,1653000
2019-09-05,88.120003,88.330002,87.419998,87.910004,87.910004,1930800
2019-09-06,88.500000,89.930000,88.230003,89.779999,89.779999,2994600
2019-09-09,89.660004,89.809998,87.040001,87.199997,87.199997,2838000
2019-09-10,86.760002,87.230003,84.459999,85.910004,85.910004,3847500
2019-09-11,85.720001,87.699997,85.720001,86.709999,86.709999,2585300
2019-09-12,87.300003,88.220001,87.099998,87.820000,87.820000,1948500
2019-09-13,87.760002,88.220001,86.760002,86.930000,86.930000,1869200
2019-09-16,86.559998,87.720001,86.550003,86.919998,86.919998,1765500
2019-09-17,87.220001,88.230003,86.510002,87.570000,87.570000,1960200
2019-09-18,87.690002,88.209999,86.790001,87.440002,87.440002,1807200
2019-09-19,87.379997,88.180000,87.139999,87.459999,87.459999,1683400
2019-09-20,87.699997,88.410004,87.099998,87.400002,87.400002,10427500
2019-09-23,87.379997,87.559998,86.599998,86.839996,86.839996,3625100
2019-09-24,87.000000,87.680000,85.959999,86.449997,86.449997,2675300
2019-09-25,86.349998,86.900002,86.250000,86.800003,86.800003,1883300
2019-09-26,87.360001,87.970001,87.110001,87.730003,87.730003,2657800
2019-09-27,87.919998,87.919998,85.709999,85.930000,85.930000,2169800
2019-09-30,86.150002,87.889999,86.089996,87.470001,87.470001,2801100
2019-10-01,87.639999,87.940002,85.820000,85.910004,85.910004,1991500
2019-10-02,85.519997,85.760002,83.760002,84.230003,84.230003,2129100
2019-10-03,84.000000,85.540001,83.480003,85.239998,85.239998,3113100
2019-10-04,85.820000,86.680000,85.489998,86.639999,86.639999,1319300
2019-10-07,86.230003,86.500000,85.760002,85.790001,85.790001,1205200
2019-10-08,85.320000,86.000000,84.680000,85.010002,85.010002,2497900
2019-10-09,85.790001,87.180000,85.790001,86.900002,86.900002,2214200
2019-10-10,86.370003,87.989998,86.370003,87.610001,87.610001,2691400
2019-10-11,88.500000,89.000000,87.879997,88.029999,88.029999,2283400
2019-10-14,88.000000,88.309998,87.129997,87.199997,87.199997,1632100
2019-10-15,87.669998,87.959999,87.019997,87.739998,87.739998,1350200
2019-10-16,87.250000,88.059998,86.370003,87.019997,87.019997,2301700
2019-10-17,87.500000,88.150002,87.169998,87.849998,87.849998,1529200
2019-10-18,87.629997,88.269997,87.500000,87.989998,87.989998,1769400
2019-10-21,88.480003,89.099998,88.360001,88.449997,88.449997,1694200
2019-10-22,88.580002,88.709999,86.989998,87.040001,87.040001,1475400
2019-10-23,87.290001,88.339996,87.290001,87.949997,87.949997,2784800
2019-10-24,79.500000,82.169998,77.029999,79.080002,79.080002,12806500
2019-10-25,77.139999,77.970001,75.669998,77.279999,77.279999,9896900
