index,date,open,high,low,volume,close,close_delta_1,close_delta_2,close_delta_3,returns,mfi,normal_open_,normal_high,normal_low,normal_volume,normal_close,normal_close_delta_1,normal_close_delta_2,normal_close_delta_3,normal_returns,normal_mfi
14,2019-01-22,110.620003,111.33000200000001,109.75,6986700,109.91928899999999,0.0,0.0,0.0,-0.003970426452052291,47.76472345148934,-0.8776381817650893,-0.8778504657169801,-0.8715984080104837,-0.893525198559711,-0.8577453227956866,0.0,0.0,0.0,-0.4159164364993292,-0.3004461138609589
15,2019-01-23,111.190002,111.839996,110.0,6845600,110.436089,0.5168000000000035,0.0,0.0,0.004690613428515365,55.54516225293464,-0.8471813767103828,-0.8511142098737947,-0.8583883676823438,-0.8981105954841478,-0.8314205601897262,0.026324762605960395,0.0,0.0,-0.30759963001341334,-0.08617438630239715
16,2019-01-24,111.0,111.110001,109.93,6716800,109.869598,-0.5664909999999992,-0.04969099999999571,0.0,-0.005142783704500537,57.485225634613535,-0.8573337697391503,-0.8893839406632678,-0.8620871789742228,-0.9022962731869647,-0.8602764833580947,-0.02885592316836849,-0.002531160562408097,0.0,-0.4305781855960755,-0.03274542901939381
17,2019-01-25,111.470001,111.5,110.660004,5706900,110.40626499999999,0.5366669999999942,-0.029824000000004958,0.4869759999999985,0.00487269058476048,55.615633761361806,-0.8322201663249045,-0.8689383804359183,-0.8235136498554105,-0.9351154961067999,-0.8329397353444481,0.027336748013646606,-0.0015191751547218857,0.02480558745123851,-0.3053225343793478,-0.08423361506317839
18,2019-01-28,110.760002,110.989998,109.949997,6178800,110.127991,-0.27827399999999614,0.2583929999999981,-0.3080980000000011,-0.0025236364883639436,48.96608114468144,-0.8701576032888925,-0.8956750556762865,-0.8610305342684557,-0.9197799269456253,-0.8471144586211716,-0.014174723276723533,0.013162024736923073,-0.01569389843144542,-0.3978225735586675,-0.2673609634079763
19,2019-01-29,110.650002,110.93,110.0,5253700,110.217445,0.08945400000000348,-0.18881999999999266,0.34784700000000157,0.0008119433425832927,47.00679452184644,-0.8760352426461848,-0.8988204296965288,-0.8583883676823438,-0.9498433620611214,-0.8425578500411532,0.004556608580018384,-0.009618114696705149,0.017718633316941457,-0.3561071028935728,-0.3213193249054347
20,2019-01-30,110.300003,110.58000200000001,108.959999,7853800,109.452179,-0.7652659999999969,-0.6758119999999934,-0.9540859999999896,-0.006967454870725117,39.756284223071276,-0.8947367689863048,-0.9171689515862047,-0.9133421882875661,-0.8653466183103902,-0.8815389757772456,-0.03898112573609236,-0.034424517156073975,-0.04859924043279751,-0.45339791121075823,-0.5209969275505584
21,2019-01-31,110.099998,111.540001,110.010002,8351600,110.833626,1.3814469999999943,0.6161809999999974,0.7056350000000009,0.012542479621039283,41.07818068919783,-0.9054236531649904,-0.8668413420982448,-0.8578598603888956,-0.8491693639589752,-0.8111708172483842,0.07036815852886136,0.031387032792769,0.03594364137278738,-0.20940252173809898,-0.48459216341336364
22,2019-02-01,111.970001,112.050003,110.93,6557700,110.61498300000001,-0.21864299999998593,1.1628040000000084,0.3975380000000115,-0.001974661950087192,42.100161678052345,-0.805503623791755,-0.8401046668578767,-0.8092470176616651,-0.9074666250698697,-0.8223080561618028,-0.011137238913418557,0.0592309196154428,0.02024979387935044,-0.39095698124548206,-0.45644701150069933
23,2019-02-04,111.410004,111.980003,110.68,7037000,111.11190800000001,0.4969250000000045,0.27828200000001857,1.6597290000000129,0.004482323544469902,49.29800216702141,-0.8354259911296271,-0.8437743922056713,-0.8224570579898041,-0.8918905744257692,-0.7969956864675947,0.025312369694208137,0.01417513078078958,0.08454328930965094,-0.310204547595394,-0.2582199248772732
24,2019-02-05,112.019997,112.739998,111.449997,13619800,111.96661399999999,0.8547059999999789,1.3516309999999834,1.1329879999999974,0.007662863951738797,60.91728372416848,-0.8028321832707794,-0.8039319219814294,-0.781770292299619,-0.6779660466144108,-0.7534586652835991,0.043537021183995606,0.06884939087820374,0.057712151964785185,-0.2704280329314064,0.06177276393826636
25,2019-02-06,113.849998,113.91999799999999,111.07,14229000,110.724304,-1.2423099999999891,-0.3876040000000103,0.10932099999999423,-0.011157373625737562,56.25171795235092,-0.7050495841663666,-0.7420708375471836,-0.8018493950779071,-0.6581685710200316,-0.8167394621740973,-0.06328079689049826,-0.019743775706502653,0.0055685939877054835,-0.5057979261323668,-0.06671598373747356
26,2019-02-07,111.050003,111.110001,109.809998,8658100,110.267128,-0.457176000000004,-1.6994859999999932,-0.8447800000000143,-0.004137505676669873,55.13015003412322,-0.8546619551865797,-0.8893839406632678,-0.868428104012053,-0.8392088809161695,-0.8400270969828094,-0.0232876348087121,-0.08656843169921036,-0.04303141051521475,-0.4180059648112036,-0.09760373975558756
