index,date,open,high,low,volume,close,returns,mfi,close_diff_day1,close_diff_day2,close_diff_day3,normal_amplitude,normal_volume,normal_close,normal_close_diff_day1,normal_close_diff_day2,normal_close_diff_day3,normal_returns,normal_mfi,normal_weekday,rate_day1,rate_day2,rate_day3,bummpy_day1_g000,bummpy_day1_g001,bummpy_day1_g002,bummpy_day1_g003,bummpy_day1_s000,bummpy_day1_s001,bummpy_day1_s002,bummpy_day1_s003,bummpy_day2_g000,bummpy_day2_g001,bummpy_day2_g002,bummpy_day2_g003,bummpy_day2_s000,bummpy_day2_s001,bummpy_day2_s002,bummpy_day2_s003
14,2018-11-20,157.03999299999998,163.08999599999999,156.580002,2125600,158.773819,-0.013911281295647449,41.45211125120912,0.0,0.0,0.0,0.11386910398795203,0.5173731052139634,-0.7537866679334946,0.015539995227228154,-0.2221279204654062,-0.052096351280737974,-0.266179690346518,-0.3138741925466033,2,1.0,1.0,1.0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
15,2018-11-21,164.300003,166.5,163.899994,1074000,161.312943,0.015865556234789885,40.584792920158065,2.539123999999987,0.0,0.0,-0.6956518858584263,-0.3373430324704353,-0.7148632281947442,0.21368685460070772,-0.2221279204654062,-0.052096351280737974,0.24413543644689167,-0.3404284145973542,3,0.015992082422606378,1.0,1.0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
16,2018-11-23,162.119995,164.529999,162.119995,742800,161.066895,-0.0015264481135152136,36.76409846796734,-0.24604800000000182,2.293075999999985,0.0,-0.734989757768209,-0.6065347258910067,-0.7186350150396721,-0.003660972687346522,-0.09212325394580587,-0.052096351280737974,-0.05392855020463155,-0.45740457575907656,5,-0.001525283684149274,0.014442406276062334,1.0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
17,2018-11-26,165.139999,167.66000400000001,164.28999299999998,1056800,164.777161,0.022774246122432003,40.48283858776754,3.7102660000000185,3.4642180000000167,6.0033420000000035,-0.5362306268196041,-0.35132279432681757,-0.661758582433098,0.30507983469163,-0.025726010611043792,0.2668338595231502,0.362536490702053,-0.3435498959317256,1,0.023035559231461056,0.02147513978466078,0.03781065441274045,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1
18,2018-11-27,166.729996,168.169998,165.630005,544300,164.75749199999998,-0.00011937439564740392,37.768814256277416,-0.019669000000021697,3.690596999999997,3.444548999999995,-0.7080769324733194,-0.7678709310358841,-0.6620600978912727,0.014005075870386468,-0.012891579304781714,0.1308968446248626,-0.02981413570351446,-0.42664372915232995,2,-0.00011936727080776502,0.0229134422688163,0.021353209085026706,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
19,2018-11-28,170.279999,174.419998,167.75,613300,171.548157,0.04038937871247438,36.44603132388909,6.790665000000018,6.770995999999997,10.481262000000015,0.14699621242393524,-0.7117893282399317,-0.5579627635690656,0.5454664355300334,0.16174992614131467,0.5047253488907307,0.6644244468015393,-0.46714266760900514,3,0.04121612266348421,0.04109183553660083,0.0650739681794947,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
20,2018-11-29,172.529999,173.25,170.96000700000002,1079700,168.802368,-0.016135415523721795,37.945064846341346,-2.745789000000002,4.044876000000016,4.025206999999995,-0.7598367454092149,-0.3327102044133783,-0.6000542694099869,-0.19873448166017485,0.00719407125799959,0.1617445588388727,-0.3042968792335225,-0.4212475589832274,4,-0.016005937038425903,0.024550482960738543,0.02442818516578274,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
21,2018-11-30,168.96000700000002,171.449997,168.360001,1360900,168.635056,-0.0009916624642745122,38.73883764505814,-0.16731200000000968,-2.9131010000000117,3.8775640000000067,-0.5942047228965933,-0.10415735359856959,-0.6026190746536733,0.00248338698930921,-0.3872845589906527,0.15390095887176863,-0.044763399401743176,-0.3969450412105102,5,-0.0009911709295453112,-0.016981243348478593,0.02353497830617625,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
22,2018-12-03,173.860001,178.199997,173.130005,2413300,174.845078,0.03616336523524477,51.86831892796164,6.210022000000009,6.04271,3.2969209999999975,-0.18426783260130808,0.7512090055675213,-0.5074226931089698,0.5001545142267817,0.12046015704474139,0.12305404153942193,0.5919990725065474,0.005033273919638814,1,0.03682521385114617,0.03579754284015731,0.019218632584901495,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
23,2018-12-04,175.58999599999999,176.309998,169.380005,1625300,166.952148,-0.046193080835969576,44.260737372525604,-7.892930000000007,-1.6829079999999976,-1.8502200000000073,0.20082538268100847,0.11074084610070312,-0.6284171719990019,-0.6004044370867224,-0.3175394521037682,-0.15039011076230208,-0.8194248295826648,-0.22788398685984435,2,-0.04514242030879478,-0.009979585739278301,-0.010960865193549935,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
24,2018-12-06,164.529999,166.5,162.259995,1097300,163.714279,-0.019584525227324383,38.65234975351846,-3.2378689999999892,-11.130798999999996,-4.920776999999987,-0.356107720038206,-0.31840533181614994,-0.6780520062581665,-0.23713516888951058,-0.8531823696383555,-0.3135148155176446,-0.3634076848695864,-0.39959299478698185,4,-0.019393994259959982,-0.06366092272840529,-0.029180035970693942,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
25,2018-12-07,164.850006,165.919998,158.899994,1412200,157.00233500000002,-0.04186202935797739,29.443702627199144,-6.711943999999988,-9.949812999999978,-17.842742999999984,0.21946119276970077,-0.062461901085057114,-0.7809425889212678,-0.5082432559612425,-0.7862270262069471,-1.0,-0.7451993151410744,-0.6815292249171125,5,-0.040997914421380365,-0.05959679536438176,-0.10204887208778038,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
26,2018-12-10,161.520004,163.080002,158.809998,915800,158.852554,0.011715760798161376,33.22440558852817,1.8502189999999814,-4.861725000000007,-8.099593999999996,-0.3498967495251495,-0.4659243304750681,-0.752579701661729,0.1599264387420538,-0.4977607112385899,-0.48239088086874166,0.17301628612593792,-0.5657774618690508,1,0.011784659126247907,-0.029696401741475507,-0.048514464156519846,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
27,2018-12-11,163.820007,164.850006,160.46000700000002,1475500,158.911606,0.00037167187564374183,41.446863819609014,0.05905200000000832,1.9092709999999897,-4.802672999999999,-0.3250530745121807,-0.011013126346161695,-0.7516744654607979,0.02014826498472106,-0.113882864631869,-0.30724048804858173,-0.021398589897509195,-0.3140348503569099,2,0.0003717409541933353,0.012160780920869677,-0.029335700156001655,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1
28,2018-12-12,166.350006,167.33999599999999,164.740005,917700,162.602173,0.02295845058507024,49.849177333297725,3.6905669999999873,3.7496189999999956,5.599837999999977,-0.6956549914472064,-0.46438005445604913,-0.6951000081966705,0.3035425742101394,-0.009545359891504651,0.24539753026184535,0.3656933848353221,-0.056785705729548885,3,0.023224024304429894,0.023604398579578367,0.03566722749696669,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1
29,2018-12-13,165.020004,165.610001,163.71000700000002,698200,161.490082,-0.006862832095826705,44.399683621151986,-1.1120909999999924,2.578475999999995,2.637528000000003,-0.8405818465499577,-0.6427845734953469,-0.7121477801930389,-0.07124479314368712,-0.07594265992070795,0.08802349547148072,-0.14538344247678658,-0.22362994378586398,4,-0.006839336642813454,0.01622585074119756,0.016603623508628026,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
30,2018-12-14,162.41000400000001,164.179993,160.820007,692500,158.478577,-0.01882430571322652,44.55275217353371,-3.0115049999999997,-4.123595999999992,-0.43302900000000477,-0.5383061953183421,-0.6474174015524038,-0.7583125730075864,-0.21947029089410092,-0.45591289873981156,-0.0751012092838633,-0.3503790508740817,-0.21894352568144604,5,-0.018648235004301995,-0.02536003009012673,-0.0027249677408710147,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
31,2018-12-17,161.0,164.199997,159.619995,686500,158.055374,-0.0026739833172904036,38.91216205622001,-0.4232030000000009,-3.4347080000000005,-4.546798999999993,-0.28571499556314106,-0.6522940626650953,-0.764800053125831,-0.017485703922334957,-0.4168567773075721,-0.2936470681236073,-0.07359499639509229,-0.3916384602977898,1,-0.0026704114083508012,-0.0212688479531517,-0.027962719784808736,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
32,2018-12-18,163.179993,164.729996,161.770004,710200,160.004013,0.012253456187588668,39.489393003534076,1.9486389999999858,1.525435999999985,-1.4860690000000147,-0.6211206537802629,-0.6330312512699638,-0.7349284388647401,0.1676068883378746,-0.13564417615122193,-0.13104442710902292,0.18223130402538207,-0.37396568872040636,2,0.012328837360506235,0.009625502884216236,-0.00920223075990521,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
33,2018-12-19,159.949997,162.979996,153.33999599999999,1580600,151.44186399999998,-0.05499708083896084,33.65481749761494,-8.562149000000005,-6.613510000000019,-7.03671300000002,0.7619032041808815,0.07440972081115116,-0.8661816941747214,-0.6526286069512351,-0.5970771860257496,-0.42592485554660614,-0.9703076885573022,-0.5525997703594903,3,-0.0535120890999153,-0.04184299358274284,-0.044401666983670735,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
34,2018-12-20,156.21000700000002,156.759995,151.690002,2719400,150.260864,-0.00782893837257795,31.05134927259573,-1.1809999999999832,-9.743148999999988,-7.7945100000000025,-0.184267625562051,0.9999999999999998,-0.8842858050143114,-0.0766222784230848,-0.7745103258439389,-0.4661831578316581,-0.16194056163399279,-0.6323087663234701,4,-0.007798372053846242,-0.06089315397358183,-0.04931505840478415,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
35,2018-12-21,151.770004,152.58999599999999,148.0,1805700,146.09788500000002,-0.028096034691925724,30.65929112511145,-4.162978999999979,-5.343978999999962,-13.906127999999967,-0.2836458452812204,0.25736579022229433,-0.9481020905679833,-0.3093284296656674,-0.5251018331411077,-0.7908655792384054,-0.5092778440895318,-0.6443122012012816,5,-0.027705011732129924,-0.03528732979673284,-0.08691112016046727,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
36,2018-12-24,149.139999,150.490005,144.809998,321500,142.712387,-0.023445517065400157,19.04175823562484,-3.3854980000000126,-7.548476999999991,-8.729476999999974,-0.05797078344894602,-0.9489576136871622,-1.0,-0.24865576524575478,-0.6500846192908609,-0.5158536950765243,-0.4295773221717993,-1.0,1,-0.023172806368826026,-0.05023581522864125,-0.05764242970490627,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
37,2018-12-26,146.490005,153.009995,144.5,634500,150.49707,0.05311229036044691,24.294391182018487,7.784683000000001,4.399184999999989,0.2362060000000099,0.527947814514373,-0.6945584589750884,-0.8806648908695385,0.6230371035480999,0.027281422654067494,-0.03954780259349905,0.8824695721168028,-0.8391829428525986,3,0.05454805405223865,0.030111216189063844,0.001571972859147209,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
38,2018-12-27,149.83999599999999,154.41000400000001,149.570007,725800,151.943771,0.00956690921371224,29.60288446829513,1.4467009999999902,9.231383999999991,5.845885999999979,-0.23188582530606783,-0.620351932376966,-0.8584877229984582,0.12843690754914383,0.30124025330396775,0.2584689395715058,0.13618929038948793,-0.6766556395176344,4,0.009612818375799543,0.06468523296439566,0.040013488217163294,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1
39,2018-12-28,157.53999299999998,157.690002,154.759995,676500,152.63269,0.004523791317383614,35.79810996718784,0.6889189999999985,2.1356199999999887,9.92030299999999,-0.6273287257437964,-0.6604218311862478,-0.8479269559065874,0.06930150361071732,-0.1010501341588951,0.4749241528032271,0.049760389198473545,-0.48697972969025827,5,0.00453403910845413,0.014190442378712016,0.06951255744884983,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1
40,2018-12-31,156.03999299999998,157.029999,153.949997,356500,153.154282,0.0034114763127621552,37.29960577110748,0.5215919999999983,1.2105109999999968,2.657211999999987,-0.596273873178514,-0.9205104238631283,-0.8399312240005385,0.05624372481047503,-0.15349867360515884,0.08906921671632378,0.03069754640875856,-0.4410092347080581,1,0.0034173020209497603,0.007966835310412276,0.01765623742708072,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1
41,2019-01-02,154.279999,157.25,153.83999599999999,602500,153.82351699999998,0.004360159349729438,32.84758576895872,0.6692349999999863,1.1908269999999845,1.879745999999983,-0.5279505060246269,-0.7205673182427764,-0.829672202308978,0.06776541369155228,-0.15461464702068167,0.04776599006809071,0.04695606626674717,-0.5773143530008744,3,0.004369678674736539,0.007801913207452379,0.012371326495509863,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1
42,2019-01-03,151.190002,152.220001,147.380005,1078600,145.340073,-0.05672962429556561,25.319160846249204,-8.483443999999992,-7.814209000000005,-7.292617000000007,-0.2318860323453249,-0.3336042589507051,-0.9597189512314652,-0.6464866664367142,-0.6651501470115245,-0.43951986923490743,-1.0,-0.8078081174388673,4,-0.05515050081711493,-0.05102181210969998,-0.04777886703038522,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
43,2019-01-04,150.649994,154.96000700000002,150.03999299999998,589500,151.62886,0.042359497024555964,30.060570345892117,6.2887870000000134,-2.194656999999978,-1.5254219999999918,-0.21531916549929608,-0.7311334173202747,-0.8633151435307242,0.5063011369905983,-0.3465527766018384,-0.13313507271704558,0.6981883136057373,-0.6626429154829943,5,0.043269463611732284,-0.014267369793657614,-0.009960034940453,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
44,2019-01-07,156.5,159.259995,155.820007,971900,155.093063,0.022589518715562314,36.847504920254124,3.4642029999999977,9.752990000000011,1.2695460000000196,-0.5217426411003505,-0.42032754907140246,-0.8102107277112145,0.2858776962147298,0.33081241492644586,0.015348843979708468,0.35937063435607397,-0.4548509649622139,1,0.022846593979536596,0.06710461745811847,0.008253263381047385,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1
45,2019-01-08,158.5,158.770004,155.550003,531700,153.951447,-0.0073880697171122755,37.34097367721157,-1.141615999999999,2.3225869999999986,8.611374000000012,-0.5672885849736666,-0.7781119193725363,-0.8277111024785722,-0.0735488499849455,-0.09045014423916653,0.4053867181714312,-0.1543849592775225,-0.4397426956241539,2,-0.0073608450172913216,0.015317578724788925,0.05924982575177331,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
